id_global,iteracion_origen,id_origen,clase,precision,recall,f1,cobertura,aciertos,errores,antecedentes
RR0046,6,R010,low risk,0.75,0.007425742574257425,0.014705882352941176,4,3,1,edad=avanzada AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=bradicardia
RR0007,1,R007,low risk,0.7244897959183674,0.17574257425742573,0.28286852589641437,98,71,27,edad=optima AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0003,1,R003,low risk,0.6896551724137931,0.09900990099009901,0.17316017316017318,58,40,18,edad=muy_avanzada AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0059,15,R009,low risk,0.6875,0.027227722772277228,0.052380952380952375,16,11,5,edad=optima AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=bradicardia
RR0002,1,R002,low risk,0.6857142857142857,0.0594059405940594,0.1093394077448747,35,24,11,edad=adolescente AND presion_sistolica=hipotension AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0030,2,R003,low risk,0.6818181818181818,0.03712871287128713,0.0704225352112676,22,15,7,edad=muy_avanzada AND presion_sistolica=normal AND presion_diastolica=hipertension AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0050,7,R011,low risk,0.6794871794871795,0.1311881188118812,0.21991701244813278,78,53,25,edad=optima AND presion_sistolica=normal AND presion_diastolica=elevada AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0049,7,R009,low risk,0.6666666666666666,0.024752475247524754,0.0477326968973747,15,10,5,edad=muy_avanzada AND presion_sistolica=hipotension AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0040,4,R009,low risk,0.6111111111111112,0.08168316831683169,0.1441048034934498,54,33,21,edad=muy_avanzada AND presion_sistolica=elevada AND presion_diastolica=elevada AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0032,2,R009,low risk,0.5882352941176471,0.04950495049504951,0.09132420091324202,34,20,14,edad=avanzada AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0008,1,R008,low risk,0.5764705882352941,0.24257425742574257,0.3414634146341463,170,98,72,edad=optima AND presion_sistolica=normal AND presion_diastolica=elevada AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0005,1,R005,low risk,0.5583333333333333,0.16584158415841585,0.25572519083969464,120,67,53,edad=adolescente AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0051,7,R012,low risk,0.5362318840579711,0.09158415841584158,0.1564482029598309,69,37,32,edad=muy_avanzada AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0001,1,R001,low risk,0.5294117647058824,0.022277227722772276,0.04275534441805225,17,9,8,edad=optima AND presion_sistolica=normal AND presion_diastolica=elevada AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=bradicardia
RR0039,4,R008,low risk,0.35,0.017326732673267328,0.0330188679245283,20,7,13,edad=muy_avanzada AND presion_sistolica=normal AND presion_diastolica=hipertension AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0041,4,R012,mid risk,1.0,0.011904761904761904,0.023529411764705882,4,4,0,edad=optima AND presion_sistolica=normal AND presion_diastolica=elevada AND azucar_sangre=normoglucemia AND temperatura_corporal=febricular AND frecuencia_cardiaca=normal
RR0052,7,R016,mid risk,1.0,0.005952380952380952,0.011834319526627219,2,2,0,edad=muy_avanzada AND presion_sistolica=elevada AND presion_diastolica=normal AND azucar_sangre=diabetes_manifiesta AND temperatura_corporal=fiebre AND frecuencia_cardiaca=normal
RR0033,2,R016,mid risk,0.8181818181818182,0.026785714285714284,0.05187319884726224,11,9,2,edad=optima AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=febricular AND frecuencia_cardiaca=normal
RR0014,1,R014,mid risk,0.7142857142857143,0.05952380952380952,0.10989010989010989,28,20,8,edad=optima AND presion_sistolica=normal AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=fiebre AND frecuencia_cardiaca=normal
RR0035,2,R018,mid risk,0.5714285714285714,0.023809523809523808,0.04571428571428571,14,8,6,edad=optima AND presion_sistolica=normal AND presion_diastolica=elevada AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=bradicardia
RR0013,1,R013,mid risk,0.550561797752809,0.2916666666666667,0.38132295719844356,178,98,80,edad=optima AND presion_sistolica=elevada AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0048,6,R018,mid risk,0.5,0.020833333333333332,0.039999999999999994,14,7,7,edad=optima AND presion_sistolica=normal AND presion_diastolica=hipertension AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=bradicardia
RR0012,1,R012,mid risk,0.4084507042253521,0.08630952380952381,0.1425061425061425,71,29,42,edad=optima AND presion_sistolica=elevada AND presion_diastolica=normal AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0034,2,R017,mid risk,0.3333333333333333,0.041666666666666664,0.07407407407407407,42,14,28,edad=muy_avanzada AND presion_sistolica=elevada AND presion_diastolica=normal AND azucar_sangre=normoglucemia AND temperatura_corporal=normal AND frecuencia_cardiaca=normal
RR0053,7,R017,mid risk,0.3103448275862069,0.05357142857142857,0.09137055837563453,58,18,40,edad=adolescente AND presion_sistolica=hipotension AND presion_diastolica=normal AND azucar_sangre=hiperglucemia_gestacional AND temperatura_corporal=fiebre AND frecuencia_cardiaca=normal
